peak	chr	start	end	length	pileup	neg.log10p	fold.enrichment	neg.log10.q	tag	d	i.chr	i.start	i.end	id	ensembl.id	strand	gene.type	rep3.match
nup153_broad_peak_32096	chr6	113909074	113910121	1048	10.79	655.388	466.124	400.249	LAD	0	chr6	112631117	114236475	chr6_112631117_114236475				 
nup153_broad_peak_32120	chr6	116401877	116402922	1046	13.13	779.525	493.513	503.558	LAD	0	chr6	114321550	116413823	chr6_114321550_116413823				 
nup153_broad_peak_32141	chr6	118425895	118427219	1325	8.92	58.278	449.667	336.352	LAD	0	chr6	118022965	118595625	chr6_118022965_118595625				 
nup153_broad_peak_32169	chr6	121748460	121750043	1584	9.3	433.922	340.636	209.896	LAD	0	chr6	121664453	122707790	chr6_121664453_122707790				 
nup153_broad_peak_32174	chr6	122509284	122510834	1551	11.08	629.577	425.752	378.357	LAD	0	chr6	121664453	122707790	chr6_121664453_122707790				 
nup153_broad_peak_32200	chr6	124997521	124998726	1206	7.9	448.051	380.152	22.292	LAD	0	chr6	122795231	125586411	chr6_122795231_125586411				 
nup153_broad_peak_32249	chr6	129137377	129138379	1003	10.38	824.644	566.566	544.543	LAD	0	chr6	128855613	129815875	chr6_128855613_129815875				 
nup153_broad_peak_32268	chr6	131145916	131146952	1037	15.06	10.623	619.514	758.059	LAD	0	chr6	130935196	131151391	chr6_130935196_131151391				 
nup153_broad_peak_32321	chr6	135068414	135069509	1096	8.62	572.596	436.443	328.405	LAD	0	chr6	135055309	135115947	chr6_135055309_135115947				 
nup153_broad_peak_32347	chr6	136521755	136522927	1173	9.06	619.838	479.179	368.033	LAD	0	chr6	135864622	136522486	chr6_135864622_136522486				 
nup153_broad_peak_32404	chr6	139807855	139808888	1034	10.14	56.296	414.285	316.989	LAD	0	chr6	139708393	142466976	chr6_139708393_142466976				 
nup153_broad_peak_32416	chr6	141454625	141455724	1100	7.54	523.285	425.015	28.167	LAD	0	chr6	139708393	142466976	chr6_139708393_142466976				 
nup153_broad_peak_32427	chr6	142773621	142774645	1025	8.59	527.449	415.267	28.602	LAD	0	chr6	142558778	142852391	chr6_142558778_142852391				 
nup153_broad_peak_32437	chr6	143309939	143310950	1012	13.43	110.202	689.438	79.008	LAD	0	chr6	143290999	143361855	chr6_143290999_143361855				 
nup153_broad_peak_32471	chr6	145085651	145086700	1050	12.18	999.328	655.881	694.873	LAD	0	chr6	145022283	145115892	chr6_145022283_145115892				 
nup153_broad_peak_32488	chr6	146631517	146632588	1072	9.34	707.328	509.566	441.885	LAD	0	chr6	146287929	147511150	chr6_146287929_147511150				 
nup153_broad_peak_32491	chr6	146679236	146680241	1006	11.68	588.522	42.101	338.739	LAD	0	chr6	146287929	147511150	chr6_146287929_147511150				 
nup153_broad_peak_32494	chr6	147046840	147047970	1131	7.82	452.894	378.682	224.286	LAD	0	chr6	146287929	147511150	chr6_146287929_147511150				 
nup153_broad_peak_32499	chr6	147968915	147969914	1000	9.14	668.715	504.409	402.132	LAD	0	chr6	147550806	148463589	chr6_147550806_148463589				 
nup153_broad_peak_32500	chr6	148160292	148161538	1247	7.37	507.363	416.735	26.731	LAD	0	chr6	147550806	148463589	chr6_147550806_148463589				 
nup153_broad_peak_32511	chr6	148794085	148795179	1095	11.96	707.152	476.328	439.241	LAD	0	chr6	148789026	148807322	chr6_148789026_148807322				 
nup153_broad_peak_32583	chr6	152715603	152716974	1372	9	451.722	357.425	224.941	LAD	0	chr6	152647443	153277996	chr6_152647443_153277996				 
nup153_broad_peak_32604	chr6	153827109	153828180	1072	9.81	740.082	537.873	46.736	LAD	0	chr6	153339465	154461531	chr6_153339465_154461531				 
nup153_broad_peak_32615	chr6	154659451	154661277	1827	9.13	565.561	434.131	322.622	LAD	0	chr6	154650532	154784803	chr6_154650532_154784803				 
nup153_broad_peak_32616	chr6	154676435	154677460	1026	11.09	600.149	444.462	347.351	LAD	0	chr6	154650532	154784803	chr6_154650532_154784803				 
nup153_broad_peak_32637	chr6	156563717	156564731	1015	11.11	889.606	602.908	600.104	LAD	0	chr6	155651350	156704184	chr6_155651350_156704184				 
nup153_broad_peak_32763	chr6	164337732	164338827	1096	11.23	927.005	608.588	640.349	LAD	0	chr6	164174252	164372754	chr6_164174252_164372754				 
nup153_broad_peak_32764	chr6	164354707	164356148	1442	7.15	476.928	405.509	242.339	LAD	0	chr6	164174252	164372754	chr6_164174252_164372754				 
nup153_broad_peak_32820	chr6	169904224	169905627	1404	7.51	507.899	416.045	268.562	LAD	0	chr6	169677420	169949780	chr6_169677420_169949780				 
nup153_broad_peak_32965	chr7	4163518	4164528	1011	12.38	963.783	603.879	677.207	LAD	0	chr7	3962893	4632027	chr7_3962893_4632027				 
nup153_broad_peak_32972	chr7	4600350	4601679	1330	11.3	738.691	504.068	471.873	LAD	0	chr7	3962893	4632027	chr7_3962893_4632027				 
nup153_broad_peak_33056	chr7	10292323	10293328	1006	10.97	799.661	564.265	518.458	LAD	0	chr7	8337409	10966633	chr7_8337409_10966633				 
nup153_broad_peak_33069	chr7	11116545	11117597	1053	17.67	138.099	74.658	104.234	LAD	0	chr7	11081672	11126646	chr7_11081672_11126646				 
nup153_broad_peak_33086	chr7	12578316	12579411	1096	7.51	454.075	377.119	22.783	LAD	0	chr7	12265694	12717756	chr7_12265694_12717756				 
nup153_broad_peak_33107	chr7	13924708	13925748	1041	8.33	592.614	464.562	3.388	LAD	0	chr7	12736168	16136288	chr7_12736168_16136288				 
nup153_broad_peak_33138	chr7	16448054	16449409	1356	13.45	582.665	37.331	335.646	LAD	0	chr7	16399989	16589795	chr7_16399989_16589795				 
nup153_broad_peak_33144	chr7	17005363	17006394	1032	9.06	592.488	456.969	341.841	LAD	0	chr7	16980026	17820793	chr7_16980026_17820793				 
nup153_broad_peak_33150	chr7	17274582	17275817	1236	17.49	528.487	313.705	291.344	LAD	0	chr7	16980026	17820793	chr7_16980026_17820793				 
nup153_broad_peak_33164	chr7	18075047	18076110	1064	12.45	830.694	546.409	549.999	LAD	0	chr7	17996522	21293432	chr7_17996522_21293432				 
nup153_broad_peak_33169	chr7	18357875	18358949	1075	13.88	774.649	480.212	499.121	LAD	0	chr7	17996522	21293432	chr7_17996522_21293432				 
nup153_broad_peak_33181	chr7	19007760	19008921	1162	6.8	443.969	383.079	217.406	LAD	0	chr7	17996522	21293432	chr7_17996522_21293432				 
nup153_broad_peak_33198	chr7	20481803	20482810	1008	9.94	635.579	474.827	378.012	LAD	0	chr7	17996522	21293432	chr7_17996522_21293432				 
nup153_broad_peak_33218	chr7	21430954	21431962	1009	11.21	834.205	584.027	549.394	LAD	0	chr7	21402288	21452339	chr7_21402288_21452339				 
nup153_broad_peak_33323	chr7	26778128	26779192	1065	10.18	792.877	556.674	514.357	LAD	0	chr7	26768676	26841209	chr7_26768676_26841209				 
nup153_broad_peak_33444	chr7	33409445	33410544	1100	9.61	712.592	527.926	441.534	LAD	0	chr7	33187729	33788499	chr7_33187729_33788499				R1_R2_R3_10kb
nup153_broad_peak_33465	chr7	35031627	35032646	1020	25.94	738.147	317.861	467.394	LAD	0	chr7	34993133	35049619	chr7_34993133_35049619				 
nup153_broad_peak_3349	chr1	239016730	239018147	1418	8.63	489.419	386.563	257.022	LAD	0	chr1	237412003	239872196	chr1_237412003_239872196				 
nup153_broad_peak_33508	chr7	37894781	37896067	1287	13.71	599.148	384.156	348.043	LAD	0	chr7	37888121	37939204	chr7_37888121_37939204				 
nup153_broad_peak_33575	chr7	42476263	42477310	1048	8.94	644.293	494.861	382.074	LAD	0	chr7	42351150	42488437	chr7_42351150_42488437				 
nup153_broad_peak_3360	chr1	240075096	240076328	1233	20.29	123.055	586.937	910.706	LAD	0	chr1	239888387	240736163	chr1_239888387_240736163				 
nup153_broad_peak_33651	chr7	47118593	47120306	1714	12.24	904.511	585.657	617.409	LAD	0	chr7	46263225	47214062	chr7_46263225_47214062				 
nup153_broad_peak_33665	chr7	48508922	48509974	1053	7.11	480.549	40.387	245.224	LAD	0	chr7	48480880	48542034	chr7_48480880_48542034				 
nup153_broad_peak_3367	chr1	240300702	240301714	1013	6.97	466.074	396.812	233.514	LAD	0	chr1	239888387	240736163	chr1_239888387_240736163				 
nup153_broad_peak_33675	chr7	49833873	49834874	1002	7.74	541.148	435.196	295.476	LAD	0	chr7	48584073	50173282	chr7_48584073_50173282				 
nup153_broad_peak_33697	chr7	51993967	51995249	1283	11.1	70.511	506.931	43.914	LAD	0	chr7	51713814	54804023	chr7_51713814_54804023				 
nup153_broad_peak_33702	chr7	52495855	52496932	1078	17.22	105.254	587.672	745.233	LAD	0	chr7	51713814	54804023	chr7_51713814_54804023				 
nup153_broad_peak_33713	chr7	54425855	54426927	1073	12.39	103.757	666.427	731.477	LAD	0	chr7	51713814	54804023	chr7_51713814_54804023				 
nup153_broad_peak_33720	chr7	54758500	54759992	1493	10.26	635.776	457.499	380.448	LAD	0	chr7	51713814	54804023	chr7_51713814_54804023				 
nup153_broad_peak_33732	chr7	55834723	55836111	1389	11.19	476.796	344.076	246.243	LAD	0	chr7	55834603	55941088	chr7_55834603_55941088				 
nup153_broad_peak_3375	chr1	240626413	240627553	1141	13.1	109.773	694.784	785.542	LAD	0	chr1	239888387	240736163	chr1_239888387_240736163				 
nup153_broad_peak_33752	chr7	57546234	57548697	2464	13.43	525.802	353.346	285.866	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33753	chr7	57551597	57553231	1635	15.18	469.185	302.013	240.923	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33754	chr7	57555477	57556604	1128	15.92	572.605	341.973	325.297	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33759	chr7	57940018	57941110	1093	7.66	533.243	42.785	290.233	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33763	chr7	57953445	57955012	1568	9.9	487.449	376.168	254.818	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33768	chr7	57970924	57971928	1005	15.13	711.304	430.065	443.205	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33773	chr7	57991701	57993893	2193	25.03	702.056	314.384	437.253	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33774	chr7	57994410	57995868	1459	19.76	546.062	303.225	304.806	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33777	chr7	58006361	58009852	3492	11.89	677.294	45.696	418.354	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				R1_R2_R3_10kb
nup153_broad_peak_33780	chr7	58019082	58020665	1584	8.39	464.381	371.878	235.756	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33782	chr7	58029051	58030235	1185	9.69	610.731	450.411	360.525	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33783	chr7	58032936	58034391	1456	7.5	434.401	366.919	208.911	LAD	0	chr7	57020519	58054331	chr7_57020519_58054331				 
nup153_broad_peak_33789	chr7	61078658	61081907	3250	21.87	105.986	478.441	757.274	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				R1_R2_R3_10kb
nup153_broad_peak_33790	chr7	61082582	61085776	3195	23.18	101.371	441.143	716.963	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				R1_R2_R3_10kb
nup153_broad_peak_33795	chr7	61097324	61098354	1031	6.62	42.392	375.251	200.237	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33796	chr7	61099391	61101008	1618	7.85	534.187	432.343	291.418	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33800	chr7	61113894	61115081	1188	7.3	441.349	374.333	214.441	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33813	chr7	61179524	61180956	1433	6.64	425.707	375.389	201.557	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33816	chr7	61192903	61194955	2053	6.89	442.351	381.157	216.398	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33826	chr7	61240165	61241784	1620	7.22	470.845	395.582	239.261	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33827	chr7	61247154	61248173	1020	8.3	562.179	437.779	313.398	LAD	0	chr7	61054331	61310513	chr7_61054331_61310513				 
nup153_broad_peak_33844	chr7	61646086	61647113	1028	8	553.318	435.178	311.332	LAD	0	chr7	61511148	61675252	chr7_61511148_61675252				 
nup153_broad_peak_33845	chr7	61653614	61654866	1253	6.64	4.246	37.496	200.462	LAD	0	chr7	61511148	61675252	chr7_61511148_61675252				 
nup153_broad_peak_33848	chr7	61739170	61741917	2748	9.89	447.183	348.526	221.214	LAD	0	chr7	61728665	61917157	chr7_61728665_61917157				 
nup153_broad_peak_33849	chr7	61743417	61744819	1403	14.03	570.317	365.728	32.315	LAD	0	chr7	61728665	61917157	chr7_61728665_61917157				 
nup153_broad_peak_33852	chr7	61782870	61784811	1942	16.75	614.595	353.624	361.445	LAD	0	chr7	61728665	61917157	chr7_61728665_61917157				 
nup153_broad_peak_33855	chr7	61799829	61800928	1100	14.86	693.054	4.231	425.705	LAD	0	chr7	61728665	61917157	chr7_61728665_61917157				 
nup153_broad_peak_33861	chr7	61978055	61982626	4572	24.29	72.056	321.276	455.915	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33862	chr7	61984639	61987325	2687	18.27	893.418	450.034	608.662	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33863	chr7	61988127	61991137	3011	14.32	537.457	345.561	298.064	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33865	chr7	61993996	61995826	1831	8.66	483.495	383.118	250.785	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33866	chr7	61999573	62001361	1789	17.64	817.185	421.919	540.945	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33870	chr7	62014672	62016202	1531	11.98	580.974	382.334	334.899	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33872	chr7	62022772	62024008	1237	10.48	590.736	438.293	341.701	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33873	chr7	62026529	62028318	1790	10.05	450.664	349.818	223.606	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33876	chr7	62033432	62035266	1835	8.69	595.957	454.999	347.324	LAD	0	chr7	61967157	63095616	chr7_61967157_63095616				 
nup153_broad_peak_33886	chr7	63353535	63354703	1169	11.51	741.423	507.922	470.354	LAD	0	chr7	63159584	64134607	chr7_63159584_64134607				 
nup153_broad_peak_33980	chr7	67359546	67360658	1113	10.87	868.424	590.722	581.794	LAD	0	chr7	67096488	69049502	chr7_67096488_69049502				 
nup153_broad_peak_33998	chr7	68647144	68648244	1101	18.52	672.962	361.225	411.437	LAD	0	chr7	67096488	69049502	chr7_67096488_69049502				 
nup153_broad_peak_34027	chr7	70443479	70444675	1197	8.99	656.668	497.466	397.446	LAD	0	chr7	70292190	71891334	chr7_70292190_71891334				 
nup153_broad_peak_34028	chr7	70524537	70525643	1107	8.68	623.424	48.174	365.478	LAD	0	chr7	70292190	71891334	chr7_70292190_71891334				 
nup153_broad_peak_34032	chr7	70612288	70613887	1600	12.87	105.086	656.074	748.787	LAD	0	chr7	70292190	71891334	chr7_70292190_71891334				R1_R2_R3_10kb
nup153_broad_peak_34034	chr7	70619121	70620177	1057	6.64	422.316	370.796	202.185	LAD	0	chr7	70292190	71891334	chr7_70292190_71891334				 
nup153_broad_peak_34035	chr7	70785713	70786797	1085	9.71	722.479	532.687	449.748	LAD	0	chr7	70292190	71891334	chr7_70292190_71891334				R1_R2_R3_10kb
nup153_broad_peak_3412	chr1	242908677	242910400	1724	8.88	604.319	45.591	352.456	LAD	0	chr1	242615002	242994265	chr1_242615002_242994265				 
nup153_broad_peak_34137	chr7	76441414	76442422	1009	12.49	103.267	66.432	725.945	LAD	0	chr7	76277219	76575669	chr7_76277219_76575669				 
nup153_broad_peak_34146	chr7	77257504	77258508	1005	11.77	982.339	630.385	687.895	LAD	0	chr7	77185010	77267515	chr7_77185010_77267515				 
nup153_broad_peak_34159	chr7	78306720	78307767	1048	12.7	10.86	681.662	777.934	LAD	0	chr7	77676078	86772664	chr7_77676078_86772664				 
nup153_broad_peak_34181	chr7	80313309	80314401	1093	7.35	496.757	414.167	259.249	LAD	0	chr7	77676078	86772664	chr7_77676078_86772664				 
nup153_broad_peak_34185	chr7	80648687	80649799	1113	8.25	541.398	427.123	297.181	LAD	0	chr7	77676078	86772664	chr7_77676078_86772664				 
nup153_broad_peak_34198	chr7	81912833	81913836	1004	13.33	113.204	713.386	813.125	LAD	0	chr7	77676078	86772664	chr7_77676078_86772664				 
nup153_broad_peak_34199	chr7	81977158	81978185	1028	9.92	720.922	543.662	446.183	LAD	0	chr7	77676078	86772664	chr7_77676078_86772664				 
nup153_broad_peak_34218	chr7	84565517	84566558	1042	20.35	205.443	10.626	166.388	LAD	0	chr7	77676078	86772664	chr7_77676078_86772664				 
nup153_broad_peak_34234	chr7	86885237	86886327	1091	12.31	604.412	405.702	354.249	LAD	0	chr7	86864738	86959353	chr7_86864738_86959353				 
nup153_broad_peak_34266	chr7	89567472	89568571	1100	13	109.925	662.127	797.024	LAD	0	chr7	87856264	89964252	chr7_87856264_89964252				 
nup153_broad_peak_34318	chr7	94210413	94211479	1067	12.28	103.718	66.101	728.423	LAD	0	chr7	94158899	95118993	chr7_94158899_95118993				 
nup153_broad_peak_34342	chr7	97003312	97004429	1118	34.41	41.167	174.192	36.184	LAD	0	chr7	96869635	97458012	chr7_96869635_97458012				 
nup153_broad_peak_34460	chr7	102533621	102534712	1092	16.27	124.641	676.176	933.154	LAD	0	chr7	102530959	102603987	chr7_102530959_102603987				 
nup153_broad_peak_34477	chr7	104087351	104088603	1253	9.22	685.777	505.553	425.922	LAD	0	chr7	103887218	104309888	chr7_103887218_104309888				 
nup153_broad_peak_34544	chr7	107971208	107972280	1073	8.2	586.759	457.957	337.127	LAD	0	chr7	107861007	108092881	chr7_107861007_108092881				 
nup153_broad_peak_34554	chr7	109571506	109572631	1126	17.77	114.595	616.661	830.906	LAD	0	chr7	109403686	111186247	chr7_109403686_111186247				 
nup153_broad_peak_34582	chr7	112230293	112231720	1428	8.65	601.347	468.479	349.436	LAD	0	chr7	112129932	112565802	chr7_112129932_112565802				 
nup153_broad_peak_34585	chr7	112502433	112504125	1693	10.17	523.024	391.765	285.279	LAD	0	chr7	112129932	112565802	chr7_112129932_112565802				 
nup153_broad_peak_34629	chr7	116999324	117000474	1151	10.19	770.563	542.735	494.135	LAD	0	chr7	116810688	117221910	chr7_116810688_117221910				 
nup153_broad_peak_34638	chr7	117938625	117939626	1002	8.14	524.585	418.676	284.177	LAD	0	chr7	117850524	120579373	chr7_117850524_120579373				 
nup153_broad_peak_34643	chr7	118611917	118613137	1221	12.42	104.865	66.816	742.054	LAD	0	chr7	117850524	120579373	chr7_117850524_120579373				 
nup153_broad_peak_34657	chr7	120398856	120400834	1979	7.45	499.809	420.422	262.334	LAD	0	chr7	117850524	120579373	chr7_117850524_120579373				 
nup153_broad_peak_34659	chr7	120552248	120553268	1021	8.96	505.018	402.644	268.879	LAD	0	chr7	117850524	120579373	chr7_117850524_120579373				 
nup153_broad_peak_34693	chr7	123432194	123433342	1149	10.38	485.734	368.167	253.258	LAD	0	chr7	123400232	126879277	chr7_123400232_126879277				 
nup153_broad_peak_34697	chr7	123964553	123965599	1047	19.11	140.159	719.262	106.074	LAD	0	chr7	123400232	126879277	chr7_123400232_126879277				 
nup153_broad_peak_34699	chr7	124517592	124518712	1121	18.27	160.035	861.103	12.43	LAD	0	chr7	123400232	126879277	chr7_123400232_126879277				 
nup153_broad_peak_34869	chr7	137414118	137415533	1416	12.87	662.992	413.622	40.708	LAD	0	chr7	137356430	137567370	chr7_137356430_137567370				 
nup153_broad_peak_34874	chr7	137786362	137787459	1098	10.71	801.521	548.026	525.496	LAD	0	chr7	137728882	137799359	chr7_137728882_137799359				 
nup153_broad_peak_34971	chr7	144599648	144600655	1008	17.45	123.573	684.529	917.752	LAD	0	chr7	144540739	147916272	chr7_144540739_147916272				 
nup153_broad_peak_34981	chr7	146959953	146961015	1063	12.18	103.207	656.142	731.502	LAD	0	chr7	144540739	147916272	chr7_144540739_147916272				 
nup153_broad_peak_34986	chr7	147468880	147469884	1005	17.96	159.009	883.986	12.289	LAD	0	chr7	144540739	147916272	chr7_144540739_147916272				 
nup153_broad_peak_34989	chr7	147526767	147527769	1003	10.17	587.234	430.465	335.504	LAD	0	chr7	144540739	147916272	chr7_144540739_147916272				 
